filename,texts,ground_truths,dacy_large
BREV_B1890-1905ht_B18910111JE,"Tillad mig herved at takke Dem for Deres venlige meddelelse om at direktør Blumenthal skal have engageret frøken Anna Haverland til at spille «Hedda». Jeg sér heri en bekræftelse på min sikre forudsætning om at Lessing-Theater, ifald det ikke selv besad en for denne vanskelige opgave fuldkommen egnet skuespillerinde, vilde sikre sig en sådan andetsteds fra. Frøken Haverland er en ypperlig kunstnerinde. Jeg har sét hende for 15–16 år siden i Dresden. Fru Anno kommer formodentlig til at overtage «Thea Elvsted», der efter min mening ligger fortræffeligt tilrette for hende. Her i München skal disse to roller udføres af frøken Heese og fru Ramlo og stykket gives første gang den 31. Januar.Deres artikel om P. Hansens oversættelse af «Faust» tilsendte jeg ham uopholdelig og modtog nytårsdag et kort fra ham med anmodning om at bringe Dem hans bedste tak da han ikke med sikkerhed kendte Deres nuværende opholdssted. Derhos udtalte han sin særlige tilfredstillelse ved at hans oversættelse «var bleven rosende omtalt i et så fornemt blad som Allgemeine Zeitung». Undskyld, kære ven, at jeg rent har glemt at meddele Dem dette.Deres brev af 3. Januar undlod jeg at svare på da jeg jo allerede engang før gennem Dem havde meddelt herr Fischer at jeg i overensstemmelse med hans ønske havde henvendt mig til herr Reclam og ikke befrygtede nogensomhelst overrumpling fra dennes side. Jeg har gentagende gange havt beviser for at herr Reclam er en hædersmand. Og selve det rygte, som herr Fischer omtaler i sit brev til Dem og som har sat ham i en så stor forskrækkelse, afgiver et sådant bevis. Thi rygtet hidrører åbenbart fra at en viss berygtet literær røver i Berlin allerede i December henvendte sig til herr Reclam med tilbud om i løbet af nogle få uger at levere denne en oversættelse af «Hedda Gabler» imod, som honorar, at erholde et par hundrede friexemplarer. (Disse vilde han da naturligvis forsøge på at få anbragt ved teatrene.) Tilbudet blev imidlertid af herr Reclam straks og ubetinget tilbagevist. Om denne sag er der gjort mig meddelelse fra første hånd. Jeg har derfor fundet det unødigt og tillige mindre sømmeligt nu påny at indgå med forespørgsler og forestillinger til herr Reclam. For øvrigt begriber jeg ikke herr Fischers dødsangst for den eventualitet at han skulde blive siddende inde med en større del af sine 3000 exemplarer. De to første oplag af hans udgave er jo allerede udsolgte og jeg tror, han trygt kan hengive sig til det håb at tredje oplag snart vil gå samme vej, – om ikke før, så i alle fald når teateropførelserne rundt omkring begynder at finde sted. Hils forøvrigt godhedsfuldt herr Fischer på det venskabeligste fra mig. Han er jo «ein guter Kerl»; det er kun hans overdrevne og unødige ængstelighed, jeg ikke kan finde mig tilrette med. –Når De træffer Ludwig Fulda må De endelig på mine vegne bringe ham en hjertelig tak for det tilsendte exemplar af «Das verlorene Paradies». Dette skuespil er efter min mening et ganske eminent fortræffeligt arbejde både hvad karakterer og komposition angår. Tak ligeledes Dr: Brahm for hans elskværdige artikel i «Freie Bühne». Og Dr: Schlenther ligeså. De andre gode fælles venner heller ikke at forglemme. – Gid jeg sad sammen med eder, godt bænket i en god berliner-restaurant, med god vin og god mad på bordet, og god tvangløs passiar dertil! Mine tanker dvæler hver dag hos eder. Hvorledes går det Hoffory? – Med de forbindtligste hilsener til Deres ærede frue tegner jeg mig","[('PER', 'Blumenthal'), ('PER', 'Anna Haverland'), ('PER', 'Hedda'), ('LOC', 'Lessing-theater'), ('PER', 'Haverland'), ('LOC', 'Dresden'), ('PER', 'Anno'), ('PER', 'Thea Elvsted'), ('LOC', 'München'), ('PER', 'Heese'), ('PER', 'Ramlo'), ('PER', 'P. Hansens'), ('MISC', 'Faust'), ('MISC', 'Allgemeine Zeitung'), ('PER', 'Fischer'), ('PER', 'Reclam'), ('PER', 'Reclam'), ('PER', 'Fischer'), ('LOC', 'Berlin'), ('PER', 'Reclam'), ('MISC', 'Hedda Gabler'), ('PER', 'Reclam'), ('PER', 'Reclam'), ('PER', 'Fischers'), ('PER', 'Fischer'), ('PER', 'Ludwig Fulda'), ('MISC', 'Das verlorene Paradies'), ('PER', 'Brahm'), ('MISC', 'Freie Bühne'), ('PER', 'Schlenther'), ('PER', 'Hoffory')]","[('PER', 'Blumenthal'), ('PER', 'Anna Haverland'), ('MISC', 'Hedda'), ('ORG', 'Lessing-Theater'), ('PER', 'Frøken Haverland'), ('LOC', 'Dresden'), ('PER', 'Anno'), ('MISC', 'Thea Elvsted'), ('LOC', 'München'), ('PER', 'Heese'), ('PER', 'Ramlo'), ('PER', 'P. Hansens'), ('MISC', 'Faust'), ('ORG', 'Allgemeine Zeitung'), ('PER', 'Fischer'), ('PER', 'Reclam'), ('PER', 'Reclam'), ('PER', 'herr Fischer'), ('LOC', 'Berlin'), ('PER', 'Reclam'), ('MISC', 'Hedda Gabler'), ('PER', 'Reclam'), ('PER', 'herr Reclam'), ('PER', 'herr Fischers'), ('PER', 'herr Fischer'), ('PER', 'Ludwig Fulda'), ('MISC', 'Das verlorene Paradies'), ('PER', 'Dr: Brahm'), ('MISC', 'Freie Bühne'), ('PER', 'Dr: Schlenther'), ('MISC', 'berliner-restaurant'), ('PER', 'Hoffory')]"
BREV_B1890-1905ht_B18910204CK,"Som svar på Deres venlige forespørgsel skal jeg herved meddele at jeg, når herr Hegel er villig til at overtage forlaget, særdeles gerne giver mit samtykke til at De illustrerer en særlig udgave af «Terje Vigen».Som De sér skriver jeg fremdeles «Vigen» og ikke «Viken». Dette gør jeg for at betegne den bløde vestlandske udtale.","[('PER', 'Hegel'), ('MISC', 'Terje Vigen'), ('MISC', 'vestlandske')]","[('PER', 'Hegel'), ('MISC', 'Terje Vigen».Som'), ('MISC', 'Vigen'), ('MISC', 'Viken')]"
BREV_B1890-1905ht_B18910405HAB,"Tillad mig herved at bringe Dem min varmeste tak for den glæde, De har beredt mig ved tilsendelsen af Deres brochure over «Hedda Gabler».Deres tolkning af mit arbejde er fin og forståelsesfuld i enhver henseende. De har intet oversét i bogen og intet indfantaseret i den. Og just dette sætter jeg så stor pris på.Modtag derfor en taksigelse og ret mange hilsener fra","[('MISC', 'Hedda Gabler')]","[('MISC', 'Hedda Gabler».Deres')]"
BREV_B1890-1905ht_B18911022AuLa,Idet jeg forbindtligst takker for de fra herr Hegel modtagne 6000 kroner nødes jeg desværre til herved at anmode om yderligere at måtte blive forstrakt med 2000 kroner for at kunne komplettere vor nye bolig.Med hjertelige hilsener tegner jeg mig,"[('PER', 'Hegel')]","[('PER', 'Hegel')]"
BREV_B1890-1905ht_B18920829JH,For Deres idag modtagne tilbud om nyt oplag af «Brand» og om en illustreret udgave af «Terje Vigen» beder jeg Dem herved om i al hast at måtte frembære min bedste taksigelse. Meddelelsen var mig i flere henseender særdeles kærkommen.Ligeledes benytter jeg anledningen til takskyldigst at erkende modtagelsen af de under 25. dennes tilsendte 1200 kroner.,"[('MISC', 'Brand'), ('MISC', 'Terje Vigen')]","[('MISC', 'Brand'), ('MISC', 'Terje Vigen')]"
BREV_B1890-1905ht_B18931127OMA,Henrik Ibsen bringer sin hjerteligste lykønskning til fødselsdagen. Tak for trofast venskab i de mange år! Alt godt for dig og dit hus!,"[('PER', 'Henrik Ibsen')]","[('PER', 'Henrik Ibsen')]"
BREV_B1890-1905ht_B18941018HBa,"Vær forvisset om at jeg i fuldeste mål føler mig Dem forbunden og takskyldig for den varme, levende interesse, hvormed De i tale, skrift og handling har vist at De omfatter mig og mit literære arbejde.Tvingende betænkeligheder, støttede på erfaring, foranlediger mig til at holde mig borte fra festen imorgen. Derfor sender jeg Dem dette billede og disse linjer, som jeg beder Dem modtage i venlighed fra",[],[]
BREV_B1890-1905ht_B18950120AuLa,"Først må jeg nu få lov til at takke Dem for nytårskortet og de forskellige tilsendelser, hvormed De midt i den travle tid har betænkt mig. Og så er der en ting til, som ligger mig på hjerte. Jeg ønsker at anbringe et beløb af 18,000 kroner i obligationer og har derom, for formens skyld, tilskrevet herr Hegel. Da jeg imidlertid antager at det også denne gang, ligesom tidligere, bliver Dem, der får med sagen at gøre, beder jeg Dem vælge for mig efter bedste skøn utvilsomt sikre 4 procents papirer. Jeg selv er jo ikke sådan inde i slige anliggender, at jeg tør træffe en afgørelse.Med hjertelig tak for godt venskab og al tjenestvillighed tegner jeg mig","[('PER', 'Hegel')]","[('PER', 'Hegel')]"
BREV_B1890-1905ht_B18950312SuI,"Jeg modtog idag dit seneste brev just som jeg vilde skrive dig til. Dine breve kommer altid rigtig frem og når jeg, som du siger, ikke berører det, du skriver om, så mener du vel dermed det politiske. Men dette har Sigurd en gang for alle påtaget sig at holde dig à jour med. Han er jo meget mere inde i de sager end jeg. – Ja, af aviserne véd du altså at fru Collett er død. Under sygdommen fik ikke andre end børnene adgang til hende. Men jeg traf næsten daglig sønnen Robert på gaden og han sagde at hun uafladelig lå og talte om Welhaven og om os og om samværet med os i udlandet. Igår fandt bisættelsen sted i kapellet. Ovenpå kisten lå, foruden dronningens krans, en stor pragtfuld blomsterkrans fra dig, med lange hvide silkebånd med guldbogstaver: «Hilsen til Camilla Collett fra fru Suzannah Ibsen». Fra mig en stor laurbærkrans med bånd i nationalfarver. For øvrigt kom der blomster og kranse i stor mængde. Det nærmere vil du sé af de medfølgende aviser. – Til den skrækkelige dag, den 20de Marts, skal Bergliot få skalte og valte efter bedste skøn, siden du så vil have det. Og jeg skal modtage alle, selv spionerne, så høfligt, som det er mig muligt. Jeg vil håbe at ikke Falsen kommer. Dorothea og Magdalena ligger i influenza; så de er jo forhindret. De er forresten, efter hvad jeg hører, flyttet til Parkvejen. Herman har forvredet sin fod og kan ikke gå ud. – Og så kan jeg da fortælle dig at tredje oplag af «Lille Eyolf» er under trykken og rimeligvis udkommer i næste uge. Imorgen aften opføres stykket for første gang i København. Hegel har hos Eilif Peterssen bestilt et stort portræt af mig, som jeg i disse dage sidder model til. Her er en meget udbredt epidemi af influenza i byen. Men jeg har hidtil ikke mærket noget til sygdommen. Søndag aften var her ildebrand ovenpå i fru Bjørns pensionat. De havde overfyldt en lampe, som da naturligvis exploderede. Brandvæsenet rykkede frem og der var svært spektakel og skrig på trapperne; men ilden blev snart slukket. – I den store udstilling har jeg købt et mesterligt billede af Chr. Krogh. Det er egentlig et portræt af Strindberg; men Sigurd kalder det «Revolutionen» og jeg kalder det «Det frembrydende vanvid». Det var forresten Sigurd, som tilskyndede mig til at købe det da jeg kunde få det for en forholdsvis så fabelagtig billig pris som 500 kroner. Hos Sigurds står alt vel for tiden. Bergliot har været så snil at forære mig både gammelost og nedlagt sild og dejlig ribbenssteg, som jeg froder mig med om aftenen. – Gid nu bare du også må have det rigtig godt dernede. Mange hilsener fra din hengivne","[('PER', 'Sigurd'), ('PER', 'Collett'), ('PER', 'Robert'), ('PER', 'Camilla Collett'), ('PER', 'Suzannah Ibsen'), ('PER', 'Bergliot'), ('PER', 'Falsen'), ('PER', 'Dorothea'), ('PER', 'Magdalena'), ('LOC', 'Parkvejen'), ('PER', 'Herman'), ('MISC', 'Lille Eyolf'), ('LOC', 'København'), ('PER', 'Hegel'), ('PER', 'Eilif Peterssen'), ('PER', 'Bjørns'), ('PER', 'Chr. Krogh'), ('PER', 'Strindberg'), ('PER', 'Sigurd'), ('MISC', 'Revolutionen'), ('MISC', 'Det frembrydende vanvid'), ('PER', 'Sigurd'), ('PER', 'Sigurds'), ('PER', 'Bergliot')]","[('PER', 'Sigurd'), ('PER', 'Collett'), ('PER', 'Robert'), ('LOC', 'Welhaven'), ('PER', 'Camilla Collett'), ('PER', 'Suzannah Ibsen'), ('MISC', 'Marts'), ('PER', 'Bergliot'), ('PER', 'Falsen'), ('PER', 'Dorothea'), ('PER', 'Magdalena'), ('LOC', 'Parkvejen'), ('PER', 'Herman'), ('MISC', 'Lille Eyolf'), ('LOC', 'København'), ('PER', 'Hegel'), ('PER', 'Eilif Peterssen'), ('PER', 'Bjørns'), ('ORG', 'Brandvæsenet'), ('PER', 'Chr. Krogh'), ('PER', 'Strindberg'), ('PER', 'Sigurd'), ('MISC', 'Revolutionen'), ('MISC', 'Det frembrydende vanvid'), ('PER', 'Sigurd'), ('PER', 'Sigurds'), ('PER', 'Bergliot')]"
BREV_B1890-1905ht_B18950413SuI,"Tak for dit brev af 9de dennes, som jeg nu netop modtog. Dit forrige var dateret 31. Marts, så jeg tror ikke, der kan være kommet noget bort. «Nylænde» skal jeg nok passe på og sende dig når jeg har fået samlet nogle nummere. Også jeg synes at bladet er blevet indholdsrigere under Gina Krogs ledelse. Du tager rent fejl når du tror at jeg spørger Falsen efter hans familje. Det er ham, som uopfordret svadser om dem sådan i forbigående. For øvrigt tror jeg at de har fortiet pengelånet for ham. Jeg har fået det bestemte indtryk, og det vilde jo også ligne dem. – Sigurd og Bergliot var til aften hos mig i forgårs og vi havde det hyggeligt. Sigurd havde nu det ønske at få oprettet et professorat for sig i samfundslære; men han indså jo nok at dette ikke kunde gå uden højrepartiets bistand, og han bad mig derfor intervenere for ham hos professor Hagerup og andre. Dette vil jeg med den største glæde gøre. Men så usikker, som ministeriets stilling for øjeblikket er, er det vel ikke sandsynligt at noget sådant nu straks kan sættes i værk. For resten skriver vel Sigurd selv til dig om sagen udførligere.For Kristofer Janson går nok alting dårligt. Han er jo helt og holdent henvist til at leve af sin foredragsvirksomhed. Men nu har han i flere måneder ligget i influenza og har ikke kunnet fortjene en øre. Der går derfor lister om for ham; men det er visst tvilsomt om der kommer noget synderligt ind. Hvorledes han skal kunne underholde sin familje begriber jeg ikke. Han har stellet sig forfærdelig galt, synes jeg. – For at gå over til vore egne forretningssager, kan jeg fortælle at jeg nu har sat fast hele 24 tusend kroner og jeg håber at kunne sætte fast 6000 kroner til, således at forøgelsen kommer til at udgøre 30 tusend. Vi har da i det hele på rente 166,000 kroner. Det tør jeg selv sige er godt gjort. – Herman ser jeg bare en gang imellem, og Hans er nok endnu ikke tiltrådt sit nye embede. – Næste gang du skriver, må du fortælle udførligere om hvorledes du nu har det dernede. Heroppe kan der være smukke vårdage iblandt; men noget rigtigt forår er her dog ikke kommet endnu. – Misforstå endelig ikke hvad jeg skrev om Sigurds plan. Hans tanke er naturligvis at vinde både venstre og højre for sagen; ellers går den ikke igennem. – Og lev nu så hjertelig vel og skriv snart igen til din hengivne","[('MISC', 'Nylænde�'), ('PER', 'Gina Krogs'), ('PER', 'Falsen'), ('PER', 'Sigurd'), ('PER', 'Bergliot'), ('PER', 'Sigurd'), ('PER', 'Hagerup'), ('PER', 'Sigurd'), ('PER', 'Kristofer Janson'), ('PER', 'Herman'), ('PER', 'Hans'), ('PER', 'Sigurds')]","[('PER', 'Gina Krogs'), ('PER', 'Falsen'), ('PER', 'Sigurd'), ('PER', 'Bergliot'), ('PER', 'Sigurd'), ('PER', 'Hagerup'), ('PER', 'Sigurd'), ('PER', 'Kristofer Janson'), ('PER', 'Herman'), ('PER', 'Hans'), ('PER', 'Sigurds')]"
BREV_B1890-1905ht_B18950702SuI,"Dit brev af 19. og Sigurds af 22. har jeg modtaget og ligeså telegrammet af 26de, hvoraf jeg kan sé at mit brev og telegram til fødselsdagen er fremkomne i rigtig tid. Fra fru amtmandinde Qvam og fru assessor Lie antager jeg at du ligeledes har modtaget lykønskninger. Begge disse damer har nemlig forhørt sig efter din adresse, hvilken jeg meddelte dem skriftlig da jeg ikke traf nogen af dem ved deres visitter her. Om formiddagen den 26. bragte lille frøken Lie tantens og onkelens visitkort og hilsener til dig samt mange smukke blomster. Også frøken Cappelen var her med en pragtfuld buket, antagelig fra sin søsters have; hun traf mig ikke hjemme men lod hilse dig så mange gange. Om hun fremdeles er i byen véd jeg ikke. Lies er gået på sommerrejse for nogle dage siden. Grev og grevinde Prozor har vært her på gennemrejse til Golå sanatorium. De boede i Grand Hôtel og vi havde det særdeles hyggeligt sammen. En anden meget interessant og elskværdig udlænding har også opsøgt mig. Det var den russiske fyrst Galitzin. Har været general i Kaukasus og har berejst alle de russiske grænselande imod Indien, Thibet og Kina, ligeledes hele den sibiriske nordkyst. Nu er han gået herfra over Trondhjem til Nordkap og vil derefter fra Bodø begive sig overland gennem svensk Lapmarken og Finland ind i det nordlige Rusland. Jeg gad vide om denne usædvanlige rejse ikke hænger sammen med russiske jernbaneplaner? – Dorothea og datteren så jeg for en uges tid siden på gaden. De gik begge forbi med en stum, stiv hilsen. Jeg ligeså. Men jeg blev næsten forfærdet over, hvor dårligt og medtaget de så ud. Dorothea syntes jeg var bleven mindst ti år ældre siden jeg sidst så hende; aldeles askegrå i ansigtet, med slappe, falmede, hængende kinder. Hvis dette er eftervirkning af influenza, må de have været hårdt angrebne. – Dit abonnement på «Verdens gang» har jeg ikke fornyet da jeg ansér det for en selvfølge at Sigurd får sit exemplar tilsendt sammen med sine øvrige aviser. Skulde dette imod al rimelig formodning ikke være tilfældet, så lad mig bare vide det, så skal jeg straks bringe sagen i orden. – Det glæder mig meget at Sigurd skriver så ivrigt på sin bog. Næste gang skriver jeg til ham. – Kassen fra Meran er ankommen. Skal den åbnes og udpakkes? Indtil jeg får besked står den, som jeg modtog den, i badeværelset, hvor det er køligst. – Din hortensia blomstrer vidunderligt og palmen trives og vokser udmærket. – Jeg lever udmærket godt i sommer, får rigeligt med fisk og spiser glubende og utrolig billigt og godt. Husholdningspengene beløb sig i April til 110 kr. 65 øre; i Maj til 128 kr. 89 øre og i Juni til 107.94 øre. Heri er vask og alt muligt iberegnet. At opsige pigen så længe jeg er alene og flytningen forestår, det er aldeles ugørligt. Nå, det grejer sig nok når du kommer tilbage. Tænk ikke på slige ting men hav al din opmærksomhed rettet på kuren og lad mig vide hvorledes det går. – Jeg sender dig og Sigurd mine bedste hilsener og mine hjerteligste ønsker om alt godt for eder begge.","[('PER', 'Sigurds'), ('PER', 'Qvam'), ('PER', 'Lie'), ('PER', 'Lie'), ('PER', 'Cappelen'), ('PER', 'Lies'), ('PER', 'Prozor'), ('LOC', 'Golå'), ('LOC', 'Grand Hôtel'), ('MISC', 'russiske'), ('PER', 'Galitzin'), ('LOC', 'Kaukasus'), ('MISC', 'russiske'), ('LOC', 'Indien'), ('LOC', 'Thibet'), ('LOC', 'Kina'), ('MISC', 'sibiriske'), ('LOC', 'Trondhjem'), ('LOC', 'Nordkap'), ('LOC', 'Bodø'), ('MISC', 'svensk'), ('LOC', 'Lapmarken'), ('LOC', 'Finland'), ('LOC', 'Rusland'), ('MISC', 'russiske'), ('PER', 'Dorothea'), ('PER', 'Dorothea'), ('MISC', 'Verdens gang'), ('PER', 'Sigurd'), ('PER', 'Sigurd'), ('LOC', 'Meran'), ('PER', 'Sigurd')]","[('PER', 'Sigurds'), ('PER', 'Qvam'), ('PER', 'Lie'), ('PER', 'Lie'), ('PER', 'Cappelen'), ('PER', 'Lies'), ('PER', 'Grev og'), ('PER', 'Prozor'), ('LOC', 'Golå sanatorium'), ('LOC', 'Grand Hôtel'), ('MISC', 'russiske'), ('PER', 'Galitzin'), ('LOC', 'Kaukasus'), ('MISC', 'russiske'), ('LOC', 'Indien'), ('LOC', 'Thibet'), ('LOC', 'Kina'), ('MISC', 'sibiriske'), ('LOC', 'Trondhjem'), ('LOC', 'Nordkap'), ('LOC', 'Bodø'), ('MISC', 'svensk'), ('LOC', 'Lapmarken'), ('LOC', 'Finland'), ('LOC', 'Rusland'), ('MISC', 'russiske'), ('PER', 'Dorothea'), ('PER', 'Dorothea'), ('MISC', 'Verdens gang'), ('PER', 'Sigurd'), ('PER', 'Sigurd'), ('LOC', 'Meran'), ('PER', 'Sigurd')]"
BREV_B1890-1905ht_B18950726SiI,"Mit telegram fra igår er forhåbentlig kommet rigtig frem og du vil deraf have sét at afgørelsen af din sag i stortinget er udsat til næste år. Som jeg forrige gang skrev har her i de sidste to måneder ikke været noget gunstigt øjeblik for fremsættelse af andragendet. Men grunden til dets sene fremkomst ligger ikke heri. Den virkelige årsag ligger i at man havde overdraget til professor Sars at koncipere forslaget. Denne herre er som bekendt arbejdssky og lod det hele, uagtet gentagne, indtrængende påmindelser, ligge hen indtil han meldte at nu havde han pakket sin kuffert og kunde ikke befatte sig med opdraget, som da blev overtaget af dr. Løchen.Straks jeg havde fået visshed for at andragendet virkelig vilde komme frem opsøgte jeg redaktør Vogt og umiddelbart derefter herr Bätzmann. Begge stillede sig personlig velvilligt og anerkendende ligeover for dig men erklærede som sin overbevisning og ifølge sit kendskab til stemningen at ikke en eneste højremand vilde kunne give forslaget sin stemme. Universitetsbudgettet var iår atter kun betingelsesvis bevilget, hvilket for mange punkters vedkommende ansåes som ensbetydende med ikke-bevilget. Ophidselsen var derfor hæftig i hele partiet. «Stortingsprofessorater» vilde ingen være med på at votere for. Så gik jeg da til Jakob Sverdrup, som i samtalens løb blev mærkbart rimeligere og tilslut lovede at tøje sig sålangt han kunde; men han mistvilede om at det vilde lykkes ham at få en eneste mand af sin gruppe med sig. Udfaldet viste at både han og de to højreredaktører, hver for sig, havde bedømt stillingen ganske rigtigt. Men den ændrede kommitéindstilling vilde jo dog være gået igennem ifald ikke herr Peder Rinde og tre andre havde sluttet sig til højre. Men indstillingen går jo kun ud på et års stipendium for dig; ikke på noget fast docentur engang. Der er altså ikke så svært meget tabt for dig ifald du alligevel beslutter dig til at holde nogle frie foredrag i vinterens løb. Jeg har talt med flere som i så fald spår dig en stormende tilstrømning.Idag har jeg bare villet skrive om denne ene sag. Samtidig med dit modtog jeg et brev fra din mamma, hvilket jeg besvarer senere. Hils hende på det bedste fra mig og ønsk hende fremdeles god virkning af kuren. Og modtag selv mange hilsener fra din hengivne p. –","[('ORG', 'stortinget'), ('PER', 'Sars'), ('PER', 'Løchen'), ('PER', 'Vogt'), ('PER', 'Bätzmann'), ('PER', 'Jakob Sverdrup'), ('PER', 'Peder Rinde'), ('PER', 'p.')]","[('PER', 'Sars'), ('PER', 'Løchen'), ('PER', 'Vogt'), ('PER', 'Bätzmann'), ('PER', 'Jakob Sverdrup'), ('PER', 'Peder Rinde')]"
BREV_B1890-1905ht_B18960106NL,Med forbindtligst erkendelse af modtaget opgør og remisse ved årsskiftet beder jeg Dem modtage min    hjerteligste tak for det forløbne år og mine bedste ønsker om alt godt i det nye.,[],[]
BREV_B1890-1905ht_B18960911NN_Til_det,"Nansens og hans Fællers Stordaad har vakt en Begeistring i vort hele Folk, som vel er uden Sidestykke i vor nyere Historie. I Hus og i Hytte, i de tusen Hjem, har vi alle med Stolthed og Taknemmelighed følt, at ogsaa et lidet Folk kan gjøre en stor Indsats i Verdenskulturen, en Indsats, der vækker Beundring og Anerkjendelse hos hele den dannede Menneskehed.Men om den Begeistring, som med Rette gjennemstrømmer hele vort Folk i disse Dage, er noget mere end en øieblikkelig Stemning, saa er det et berettiget Krav, at den sætter et varigt Mærke i vor Kulturudvikling.Nansens Daad er først og fremst udsprunget af Videnskabsmandens Forskertrang; saasandt vi erkjender, at vi, hver og en, staar i Taknemlighedsgjæld til de kjække Mænd, som har sat Livet ind for vor Ære, saa er dermed ogsaa givet, at vi ikke paa nogen smukkere og værdigere Maade kan bevare for Efterslægten Mindet om deres Daad, end ved at knytte deres Navn sammen med Udviklingen af vort videnskabelige Liv.Videnskabens Kaar er ikke lyse hos os, vort Folk er lidet og vor Kultur ung. Ikke faa store Navne godtgjør, at det ikke er Begavelsen, det skorter paa; det er saa altfor ofte økonomiske Vanskeligheder, der hæmmer den fulde og rige Udfoldelse af vort videnskabelige Arbeide. Men Videnskab er Fremskridt, dens Stilling og Udvikling vil i sidste Instans være Maalestokken for ethvert Folks hele Kulturniveau og erkjendes i vor Tid ogsaa mere og mere som Grundlaget for Udviklingen af det materielle Liv.Vi opfordrer derfor vort Folk til at grundlægge et Fond med det Formaal at støtte Videnskaben i vort Land, et Fond, som under Navn af Fridtjof Nansens Fond til Videnskabens Fremme for alle Tider skal bevare Mindet om den Stordaad, som nu fylder Alles Sind, og som i disse Dage har draget hele Verdens Opmærksomhed hen paa vort lille Folk. Ved paa denne Maade at hædre Nansen og hans Fæller hædrer vi os selv og bidrager samtidig til at lette Betingelserne for ogsaa i Fremtiden at kunne gjøre Indsatser i Menneskehedens Kulturarbeide, værdige den videnskabelige Stordaad, Nansen og hans Mænd nu har skjænket vort Folk.«Fridtjof Nansens Fond til Videnskabens Fremme» skal komme hele vort Land til gode. De nærmere Bestemmelser vil vedtages efter Forslag af Nansen selv i Samraad med undertegnede Komite, bestaaende af Nansenexpeditionens oprindelige Arbeidskomite i Forbindelse med en Række Vidensskabsmænd.","[('PER', 'Nansens'), ('PER', 'Nansens'), ('ORG', 'Fridtjof Nansens Fond'), ('PER', 'Nansen'), ('PER', 'Nansen'), ('MISC', 'Fridtjof Nansens Fond til Videnskabens Fremme'), ('PER', 'Nansen'), ('MISC', 'Nansenexpeditionens')]","[('PER', 'Nansens'), ('PER', 'Nansens'), ('ORG', 'Fridtjof Nansens Fond'), ('PER', 'Nansen'), ('PER', 'Nansen'), ('PER', 'Folk.«Fridtjof Nansens'), ('PER', 'Nansen'), ('ORG', 'Nansenexpeditionens oprindelige Arbeidskomite')]"
BREV_B1890-1905ht_B18961129AuLa,"Deres venlige forespørgsel besvarede jeg igår telegrafisk, så jeg håber, den sag er i orden. – For de udenlandske udgavers skyld beder jeg indstændig om at bogen ikke må komme ud i København før den 15. December, selv om den skulde blive færdig nogle dage tidligere. Derimod må gerne professor P. Hansen under løfte om fuldstændig diskretion på forhånd gøres bekendt med stykket, hvilket jo er ønskeligt for den bevægelige vandredekorations skyld. Exemplarer bedes ved bogens udkomst i mit navn sendte til chefen for det kgl. teater, Georg Brandes, fru Thoresen, frøken Johanne Krebs, samt til frøken Bergsøe og fru Blicher Clausen, med indlagte billetter, og endelig til Deres brodersøn, herr Karl Larsen, hvem jeg har så mange ypperlige bøger at takke for. Til Edvard Brandes vilde jeg også gerne have bedet om et exemplar; men han er i Paris og jeg véd ikke hans derværende adresse. Og så er det da de to før omskrevne forhåndsexemplarer til mig selv, hvilke ikke behøver at være hæftede.Deres næstforrige brev har jeg glemt at takke Dem for. Jeg gør det da her. Det meget store oplag glædede mig meget og jeg håber jo også at det nok vil finde afsætning.Med de hjerteligste hilsener tegner jeg mig","[('LOC', 'København'), ('PER', 'P. Hansen'), ('ORG', 'det kgl. teater'), ('PER', 'Georg Brandes'), ('PER', 'Thoresen'), ('PER', 'Johanne Krebs'), ('PER', 'Bergsøe'), ('PER', 'Blicher Clausen'), ('PER', 'Karl Larsen'), ('PER', 'Edvard Brandes'), ('LOC', 'Paris')]","[('LOC', 'København'), ('PER', 'P. Hansen'), ('MISC', 'kgl.'), ('PER', 'Georg Brandes'), ('PER', 'Thoresen'), ('PER', 'Johanne Krebs'), ('PER', 'Bergsøe'), ('PER', 'Blicher Clausen'), ('PER', 'Karl Larsen'), ('PER', 'Edvard Brandes'), ('LOC', 'Paris')]"
